Name,Likes,label,Comments,,,
,,bully,yo I will nerd out on this shit all day!,,,
,,bully,dude ur wack ass better be playin at medium or above cuz u need to step up ur game if u wanna challenge a rock god such as myself,,,
,,bully,fuck outta here - for reals?,,,
,,bully,I LOVE how that statement was misconstrued as GAY!!!!,,,
,,bully,LOL!!! VIOLATOR IS THE TRUTH!!! HATE THEM AND U MUST HATE URSELF!!!,,,
,,bully,You're soft...Dude ran our country into the ground with no shame whatsoever...People need to be throwing boots  fuck a shoe...,,,
,,bully,Damn homie...I've got a comfy ass couch at my spot & zimbabwe that puts NYC to shame...You should have hit me up...,,,
,,bully,Fuck that  boo the DJs who don't play Che..Dude has at least 5 songs every DJ should be playin HEAVILY...DJs need to stop slackin.,,,
,,bully,Fuck a serato record  I was worried about my windows crackin..lol..I can live w/o a serato record  I don't have a backup window.,,,
,,bully,"I think Bangladesh did ""What's Your Fantasy""  and fuck what   anyone says  that song is a JAM...can't front on it...",,,
,,bully,grown ass kid lol,,,
,,bully,hate it all you want but its a hit record. And Jumpin Out the Window is by Ron Browz. I know its gotta be hot in NY.,,,
,,bully,women lie too. I know a bitch who was pimping herself out on craigslist. Yes  craigslist. I didn't believe it till that email.,,,
,,bully,Bitch I will cut you! @strong_bow Whatever happened to just smoking weed? @inject Because it makes us feel so good.,,,
,,bully,beat that bitch with a bat,,,
,,bully,biiiiiishop! - fuck u want? - yo ass punk...,,,
,,bully,yo Zee  you keep your hair tighter than frog ass.,,,
,,bully,if you don't know who i am  why follow me? get a fucking life and stop bitching about the past,,,
,,bully,NOONONOONONNNOONONNONONONOONON cock mongler..... you didn't eve nstraighten it...,,,
,,bully,I think i done bounced half my ass off LOL,,,
,,bully,"yo freak ""sarath freak""",,,
,,bully,I nominate @jcroft for a Shorty Award in #down-ass-bitches because she totally is one.,,,
,,bully,sucks man.,,,
,,bully,totally agree dude. Pushed carts at Safeway for 2yrs in hs  people are fucking retarded,,,
,,bully,Love hate?,,,
,,bully,"Reminds me of another apt metaphor (Northerners say ""fuck you"" to mean ""how nice""; Southerners say ""how nice"" to mean ""fuck you"").",,,
,,bully,That's just one of many examples of Superman being a dick. http://tinyurl.com/5sgv8c,,,
,,bully,"""run over my a Hyundai and ass raped by Clay Aiken."" I would so prefer it the other way around.",,,
,,bully,well... the giant carts slamming into your ass isn't SOOO bad. But the sample hogs are pretty gross.,,,
,,bully,@alwaysgayalways You both need to watch/rewatch it. But more to sate your nerd jones than your gay-wadishness.,,,
,,bully,you'll be a a monit-whore.,,,
,,bully,i hate you,,,
,,bully,ohh damn bummer,,,
,,bully,ohh everytime I see that nasty ass husband  wants me to beat the shit outta him,,,
,,bully,lmao!!! seriously and I live in the middle of BFE!! Will you combat being a glow stick or let winter be a bitch?,,,
,,bully,haha naw pink fuck that! You just know what you want  and I feel you. whoo-hoo! lmao!!,,,
,,bully,"no flash?  how good is the ""low light setting"" on cameraphones these days?  it pretty much sucks on my Tilt.",,,
,,bully,"They beeped out ""cock"" .. eh gad! What do they do with vera on corination street with here ""Coming to the rovers cock?""",,,
,,bully,Loser! Are you back for Chrimbo or staying out there?,,,
,,bully,"you need to get rid of that game""COCK"" you have running the team. Guy is a worthless crybaby  just like all UF staff/players",,,
,,bully,Holy shit just looking at that list pisses me off. Why the fuck are the Jonas Brothers on there?,,,
,,bully,trade secret ... it's an animated gif. Woke up REALLY early  couldn't sleep. My mind said  let's freak out @CalamityJen more.,,,
,,bully,I promise it'll go away as soon as @CalamityJen wakes up and kicks my ass.,,,
,,bully,I know... I would like to find out if I am right... wow... I need to shut the fuck up...,,,
,,bully,No can do  Maria. I'm going out alone. Don't stress about your shitty wombat friend. He sounds like a loser. Get some sleep.,,,
,,bully,haha. word. i'm having a glass of wine and retooling my erotica blog project. if i'm gonna be all emo i may as well channel it,,,
,,bully,booooooo! i have some hot- ass mushroom stock if you wanna come get it after work,,,
,,bully,"amazingly  i have yet to hit the one down the street with a molotov & scream ""fuck the police"" while doing so.",,,
,,bully,"My sis made me think @ your ""Femmes & Fags"" blog..she is a total boi but so extra that you would think she was a fag. lol",,,
,,bully,Damn  you mean I could have been rescued last night? Well fuck.,,,
,,bully,lmao ikr. I knew you would hate it. I couldn't watch it without laughing hysterically,,,
,,bully,@nannon_x who the fuck is charles? yoooooooooouuuuuuuuuuuu,,,
,,bully,coz it is attended by a lot of FAT people. You don't want me to show you the pics  do you? Oh  you were in it too!,,,
,,bully,"No  but ""Listening to Deathcab for Cutie while missing Burning man staff party...etc"" would have been way emo.",,,
,,bully,you can have my dick. Its delicious,,,
,,bully,Dig him up? Fuck that - I'm picturing next years Halloween costume already!,,,
,,bully,I hate stupid people.,,,
,,bully,Is like putting Lipstick on a Pig!  You were perogued! LIVE WITH IT! #canadawest,,,
,,bully,lol :-) I just hate that designers alwaysthink THEY know best and likewise other people are clueless. It's insulting,,,
,,bully,yo i can kick yall ass for that synth in the begining..GOOD SHIT!!!,,,
,,bully,Lemme make fun of you for crying at a dog movie for Pete's sake. Nerd.,,,
,,bully,damn  that is pimp!,,,
,,bully,"heh and then u yell ""HOLY SHIT IM FAT""",,,
,,bully,HOLY FUCK!,,,
,,bully,cuz montana sucks?,,,
,,bully,your mom sucks  BITACH!,,,
,,bully,TWITTER SLUT!,,,
,,bully,fine! i'll stop!! Quit stompin' my cock!,,,
,,bully,my bleeping employment agency f***ed up my pay *again*. Didn't come on 24 Dec. Now have to wait until 2 Jan. I hate temping,,,
,,bully,Well  at least a swift kick in the ass. But  yeah  I take issue with some of these retarded names parents give their kids.,,,
,,bully,Oh  come ON... bully/bully0?  That is fucking ridiculous... that's what you give a movie like Love Guru or one shot on a fucking celphone.,,,
,,bully,Why does CHUD hate kids so much? bully0 years from now  they're your readers!,,,
,,bully,i think that means ur gay. or a child predator.,,,
,,bully,art IS easy. who the fuck gives A+s?,,,
,,bully,bitch  hurry up!,,,
,,bully,lick on these nuts and suck the dick.,,,
,,bully,Drake.  He knows his mother was a bitch.,,,
,,bully,whatever you do just don't roll your eyes. they hate that. those peaceful scenes fly out their heads and they WILL b-slap you!,,,
,,bully,It's gay as fuck? I wasn't aware fuck could be gay? Why are you cussing?,,,
,,bully,the cock is just a figure head on favrd,,,
,,bully,what's gay about a sausage squirting at you?,,,
,,bully,Fake ass Left Eye.,,,
,,bully,"Is ""heavy hitler"" sort of like ""fat elvis""?",,,
,,bully,get drumk bitch!,,,
,,bully,I really hate bailing these guys out! They treat everyone like crap!,,,
,,bully,didja punch a bitch?,,,
,,bully,oh...and I wasn't just calling you a poser either :) http://is.gd/ed5v,,,
,,bully,don't get all emo about that ;),,,
,,bully,Fucking tell me about it... So much for protecting the investors eh?,,,
,,bully,this pastor is a homophobic racist person who compares gay people to pedophiles. THIS IS NOT THE bully900S,,,
,,bully,OMG! cute emo cow! that would be acceptable! and the cow wouldn't mind the blood drinking...,,,
,,bully,I totally forgot Affliction!!!' fuck outta here!! I got ur tribal tattoo right here!!!!!!!!,,,
,,bully,U can be a freak and not like girls.,,,
,,bully,I'm more into shows like Dave Chapelle...I fuckin can't believe he flipped out and didn't do anymore..fuckin sucks.,,,
,,bully,i had to... i deleted the annoying bitch. she kept making me puke in my mouth,,,
,,bully,bitch what ? hahaha. j/k.,,,
,,bully,"a recovering emo blogger...in the voice of andre 3000 ""don't do it  reconsider  read some liter ature on the subject""",,,
,,bully,uh bitch wtf is that suppose to mean?,,,
,,bully,yea you'll fuck around and get that ASS tapped tomorrow u keep talking reckless like you are doing,,,
,,bully,"""'Cause I hate that you breathe  I see you duck  you little punk  you little fucking disease."" -- all of my favorite words...",,,
,,bully,Reminds me of this Turkish guy I went to school with. A-hole. Everyone thought it was cultural. It wasn't. He was just a dick.,,,
,,bully,Two nerds enter  one nerd leaves!,,,
,,bully,no wonder you laughin'  i'm supposed to stay away from yo' ass.,,,
,,bully,goddamn it kj...fuck you 74 times http://tinyurl.com/6q8olq,,,
,,bully,goddamn it kj...fuck you 49 times http://tinyurl.com/5mq4sq,,,
,,bully,goddamn it kj...fuck you 58 times http://tinyurl.com/59blcl,,,
,,bully,goddamn it kj...fuck you 29 times http://tinyurl.com/6pey6r,,,
,,bully,goddamn it kj...fuck you bully0 times http://tinyurl.com/5nv2tl,,,
,,bully,no fucking lie  lol everywhere i go...twitter myspace i see you... you were on bully of my homies page!,,,
,,bully,"ah  yeah but i was referring to the knives in your hand and the ""holes' in the knife block YOU PERV!  Damn Lawyers !",,,
,,bully,that's happened to me twice in the past 4 months. Pain in the ass. Much.,,,
,,bully,Aw  I know  I was just being emo haha.  It's been a LONG week on a lot of levels.  ha.  Let's do something fun tonight!,,,
,,bully,who the fuck is bur`li?,,,
,,bully,Holy  fuck. That was amazing! I'm retweeting that sucker now!,,,
,,bully,fuck apparently i 4got that no homo part  guess i said that with a lot of homo,,,
,,bully,Clearly. Decepticonian bitch. Or at least incomprehensible. We shall steal her bras!,,,
,,bully,maybe he just has a dig cock to match the free weaponry he got to attack the defenceless...oops I mean 'defend' his country,,,
,,bully,fuck you dom,,,
,,bully,*watches than throws up* Man  that's was sick as fuck! A glass jar?!?,,,
,,bully,THINK??? You THINK they are gay??? REALLY???? Have you watched the show???? and you THINK????,,,
,,bully,just use water  loser.,,,
,,bully,don't fuck with Fiat,,,
,,bully,oh  well yeah  I hate the elderly too.,,,
,,bully,I don't care about leakage. Fuck the person sitting next to me in coach. (actually I do care),,,
,,bully,I hate to point this out  but didn't you call Death Race awesome? DR will make my bottom bully0 list w/o a doubt.,,,
,,bully,you are GAY!!!!!,,,
,,bully,DOG... ONE OF THEM WILL SOON CATCH YOU SLIPPING! THEY'LL PULL A GEORGE CASTANZA ON YOUR ASS THEN NEXT THING YOU KNOW  UR MARIED,,,
,,bully,way to fuck up a perfect opportunity to call yourself Z-Co!!!!,,,
,,bully,i've yet to be impressed with anything from his mouth. He was pissed I wouldn't drive from coweta to pick his drunk ass up,,,
,,bully,the fuck shit is this? people died for less. lol,,,
,,bully,am deleting all that bell-end Pineapples comments - so he keeps posting more. Cunt.,,,
,,bully,thanks  the nerd in me is overjoyed,,,
,,bully,want me to cut a bitch for ya?,,,
,,bully,it totally sucks!!!  i had to call the stores with the fraudulent charges  filed a police report  sign a notarized affidavit,,,
,,bully,shut your ass up I did....they got me though,,,
,,bully,don't hate pussy ass nigga....u suck dick n balls n ur on the bottom of the MSFB list,,,
,,bully,leave u with this....at least my dick still on my body unlike your stacy bump STD ass,,,
,,bully,omg srsy?? I loved ami  kat would always piss me off. She was always mad for no reason.,,,
,,bully,aww that's awful!! XD I loved the art  and watching them all freak out. I hated the asian dude  he was a dmbass.,,,
,,bully,wow emo... Ik ben benieuwd...,,,
,,bully,"There are two types of people in the world: those using ""lol"" ironically  and those that are fucking twats who deserve to die.",,,
,,bully,A Snuggie to be burned? What kind of sick traditional blanket-loving freak are you?,,,
,,bully,"Because ""Oh  for fuck's sake!"" has so much more impact. And our generation likes to offend old people as deeply as possible.",,,
,,bully,And you didn't even make it a dick joke? I feel like I don't know you.,,,
,,bully,katrinaneufeld Does a French whore smell better or worse than ur down home Blackstone variety?,,,
,,bully,Fuck you! Learn to surf NA!,,,
,,bully,Online nakedness amuses me.  'Oh my god  he has nipples!  And skin!  He's a freak!'.,,,
,,bully,damn...wish I knew how to write script. I just did 9 and have 7 more to upgrade.,,,
,,bully,i dont care if its him or his ppl ... i care if its authorized or a poser squatting,,,
,,bully,I wanna butt fuck you. Cuz im a horny gremlin,,,
,,bully,Keep your damn hands off my @jgarber. We claimed him first!,,,
,,bully,He can be a nice guy  but he is such a dick when it comes to fabsubbing that it is ridiculous.,,,
,,bully,I'm going to watch him kick Count Adamar's ass and then it's off to feed the beast.,,,
,,bully,how so? It's more reasonable cause of the smaller age difference...plus Mikey's always sex deprived so he's a fucking animal.,,,
,,bully,I hate you.,,,
,,bully,Way to be a dick.,,,
,,bully,I'm giving you fair warning to hate; high of 73 on wednesday  78 on thurs,,,
,,bully,bitch ass hot sounds pretty crappy.,,,
,,bully,it's called shitty ass fuck shit sir,,,
,,bully,"how about ""bitchling pig  suckas!""",,,
,,bully,DEAD ASS?!?!?!?!?!,,,
,,bully,What shall we call this gang? Initiation rights must begin with downing a Fail Whale.,,,
,,bully,Yeah  those same ugly guys that do gay-for-pay. That's why I demand hot girl on girl action in my porn. Oh oh. Yeah.,,,
,,bully,What a fab site! I didn't see the cozy *snort* but I want the mermaid gloves! Damn I wish I'd paid attention to my Nana... xxx ooo,,,
,,bully,GOD. You HATE US  don't you  George?! ::runs away crying::,,,
,,bully,& @kmellon:  I'm 500 pages in AND at the day job.  Eat that dick.,,,
,,bully,motherfucker stop drinking Red Bull ADDICT! watch ulcers eat at your stomach lining bitch!,,,
,,bully,pffft you mean maybe you'll suck ass for her,,,
,,bully,are you off bitch? I want BM it's my best friend! Damn it....hey don't forget FullMoon Getogether tonight,,,
,,bully,Blow it out your rank ass  cunt face cock-choking bonsai whore beast. LET IT SNOW  LET IT SNOW  LETITSNOW.,,,
,,bully,you seem like a hater. or maybe you do it to piss people off. either way  fact is always good.,,,
,,bully,HUJIKHJKUILJKKJ Lmaoooooo. I cannot stand y'all asian ass ho's.,,,
,,bully,whats wrong with a monkey fuck? Lol i got my zippo fueled so no need of monkey fucks now lol,,,
,,bully,UR a Chicken Cyber Punk! When a French Man came to kick your Ass  U put your Hands in your pockets and Cry like a Pussy! LMAO,,,
,,bully,FAT WHALE U still Floating  Did not SINK Yet?,,,
,,bully,don't be all emo like that xD.,,,
,,bully,LOL! The out-of-town revelers are arriving early for NYE...Damn tourists,,,
,,bully,why would u say fat people are dumb?,,,
,,bully,damn I wish it was bully here so my day would almost be over; btw that Wiley track is my fucking anthem...good looks,,,
,,bully,I AM SO UPSET RIGHT NOW IRL  GODDAMN YOU. I AM KEEPING HIM TIED TO THE BED AT NIGHT FROM NOW ON  FUCK YOU AND DAVROS.,,,
,,bully,damn homie where did you get that stat??,,,
,,bully,if you were black  that last one would be so damn racist,,,
,,bully,fuck you  dude. it is more than amazing.,,,
,,bully,oh word? Back to the old photo? You green ass backdrop mother fucker!,,,
,,bully,"""If you not on twitter you're a fucking moron"" I agree",,,
,,bully,I will cut you in the mouth bitch!,,,
,,bully,I'm a shoe slut; Gee's a jacket slut; we're just all a bunch of sluts xD,,,
,,bully,he's a total loser spending his last howard stern money on internet sex,,,
,,bully,whos? ima slap the bitch.,,,
,,bully,too late  I am skipping town bitch! (gets on express train),,,
,,bully,Bey going to get her ass whipped!,,,
,,bully,mate u know there are french umbracians out there cg09 u may get ur ass whupped :-},,,
,,bully,are you just acting like a dick now?,,,
,,bully,bitch you wish.,,,
,,bully,you left me for a slut named kasumi.,,,
,,bully,WTF! Why did you not pick up your phone yet a mother fuckin gain! Are you trying to tell me something? I called you twice damn it,,,
,,bully,Fuck them!,,,
,,bully,You ruin fucking everything.,,,
,,bully,"hehe ""fucking shift"" ... never heard of it in six months..... u get to fuck in da shift?",,,
,,bully,i used to have night shift @ IBM..... but alas without fucking.....,,,
,,bully,Finally made it out.I hate being a procrastinator.&#58382;,,,
,,bully,dam..she cold and she cold in live..by any means necessary you gotta do what you gotta do except for hate of course..lol,,,
,,bully,"i really hate that song but thats like equivalent to ""fuck them other niggas"" to the 40 and up crowd",,,
,,bully,i give up fuck aim. ill ttyl.,,,
,,bully,Fuck off naturally as opposed to artificially?,,,
,,bully,nigga fuck put a Lil gin in it a drink dat shit son fuck 08,,,
,,bully,Dam Right. Fuck em,,,
,,bully,fucking stupid chat people are fucking idiots! Read what I said so I don't have to repeat myself five fucking times!,,,
,,bully,I'M THE JUGGERNAUT  BITCH!,,,
,,bully,yooozers 20 442 damn homie!!!,,,
,,bully,apologizing for overactive hormones SUCKS.,,,
,,bully,Ya know  you can take full credit for memeing @evo_terra's cock-measuring fetish. I won't argue.,,,
,,bully,I brought Prussia back  bitch.,,,
,,bully,"dude.. That idea is upgrade as fuck. (btw  my phone finally added ""fuck"" to the vocab list.. THAT is upgrade as fuck.)",,,
,,bully,I hate the fucking CTA. Fuckin' idiots.,,,
,,bully,QuantumOfSuck is a wannabe Transporter 3...,,,
,,bully,haha nah he didn't do anything I was talking about guys in general particularly a guy friend though and he was being a dick to  ...,,,
,,bully,awz cum ova,,,
,,bully,You did not come off as a bitch.  At least  you definitely weren't as bitchy as I thought I was being.  I've gotten upset now too,,,
,,bully,argh fucking motherfuckers!!!!='(((( I can't believe it dude the place is legendary...how dare they..,,,
,,bully,yuck... that is going to take a long ass time...,,,
,,bully,shut the fuck up LOL. I wanted to take a pic so bad but it would have been obvious. My mom wanted the hat. I just tried it on haha,,,
,,bully,my trainer likes to play games when I'm on the treadmill. He'll move the speed up and down up and down just to fuck with me,,,
,,bully,LOL well it's funny as hell they got two fat asses trying to fit threw some small holes.,,,
,,bully,big mistake. we gotta even it out. who da fuck else is in!,,,
,,bully,shut ur ass up! u woulda been wondering the same thing lol. done rehearsing 4da night & planning 2knock out...right about.....now,,,
,,bully,shut ur bitch ass up! OBVIOUSLY its not the same but its not like her name is spelt out as Eveyln dumbass.,,,
,,bully,YOUR A WHORE!,,,
,,bully,@petie_martin...shondor shabbos  that's what...shut the fuck up  donnie,,,
,,bully,Hell  I'm upset they allow him to get near a fucking camcorder  let alone direct anything. He'd fuck up a 3rd grade play.,,,
,,bully,i can see the revolting illegal avatar now :) tempted to make my pussy misbehave in sympathy,,,
,,bully,fuck that!,,,
,,bully,he is a HUGE POSER! I want Toyboy back!,,,
,,bully,YAY OR NAY OR GAY?,,,
,,bully,a pussy snow,,,
,,bully,epic fail meaning it sucks? Hopefully,,,
,,bully,wat a fag....,,,
,,bully,wat a fag....,,,
,,bully,pig bully00% pig,,,
,,bully,how did you meet dad BITCH!,,,
,,bully,do you use the term fuck on a stick,,,
,,bully,DAMN I wish I wasn't in college!,,,
,,bully,"This holiday is to celebrate a man nailed to a board. I want you to be MERRY about it. Why are you crying? DON""T FUCKING CRY!",,,
,,bully,Yeah  me too.  If this damn twitter wasn't around  I'd be much more productive.,,,
,,bully,damn iPhone keyboard. I find it astonishing that even in this era of social networking you can still be alone on a crowd,,,
,,bully,last nights Top Gear had V8 powered rocking chair = Fail. And Jeremy is gay.,,,
,,bully,sadly true - mens lifestyle walks a fine line between britneys bits  and articles about pectoral development for gay guys...,,,
,,bully,"Why would gay marriage ""change the basic structures"" of your family life? It neither picks your pocket  not breaks your leg",,,
,,bully,Would it piss off Bill O'Reilly if I wished you a Merry Xmas and Happy Holidays?  I'm willing to give it a shot!,,,
,,bully,i was excited about seeing that until i remembered itv have the fa cup rights. god i hate itv,,,
,,bully,Yeah... sucks.. But yo  I tried to go to your webpage link but it dont work? And wut school u go to? Howard?,,,
,,bully,- hahaha .. you're silly! but dayum it's bully0:22AM and i'm still kinda limping from my hip hurting THAT badly .. it sucks!,,,
,,bully,i know you got some bama ass shit on your ipod somewhere... some Pastor Troy or something lol.,,,
,,bully,It is totally rad  I assure you. But being a loser with no life outside the internet  few people ought to see you in it. ^__^,,,
,,bully,Wow  that sucks!,,,
,,bully,cool. But that fireplace looks totaly gay.,,,
,,bully,What!? Oh  that sucks!,,,
,,bully,I hate that  just finished round 4 of rough revisions for a client... can't they just be clear and concise at the get go?,,,
,,bully,How would they define failure anyway? People giving up and going back to reruns of The Biggest Loser?,,,
,,bully,I ran a 300 customer hosting company for years on Apache.  I know how to set it up.  It still sucks ass.,,,
,,bully,the early word is the spirit sucks... hard.  i'm a big fan of the eisner comics  but frank miller's take looks a little... meh.,,,
,,bully,damn that's fucked up Hawthorne is out of the way,,,
,,bully,And boycott that fucking bar if they don't carry it!,,,
,,bully,ugh  fuck the chargers!,,,
,,bully,haha  that's ghey. Tell them it sucks balls and they need a real designer.,,,
,,bully,Well good god damn.,,,
,,bully,i hate when i miss mac chats! grrr,,,
,,bully,there should be pictures of him at fucking otaku's cosplay section,,,
,,bully,all i heard for the last 2 hours was WHORE WHORE WHORE SLUT WHORE WHORE OH MY GOD WHORE WHORE,,,
,,bully,I heard it sucks... What do you think so far?,,,
,,bully,All those people who hate Hillary are the same ones who voted for her husband and loved her before Obama.  Just seems strange.,,,
,,bully,enjoyed reading your article ! shame I have such a bitch for a boss ;-),,,
,,bully,you  dear sister  are a freak. this heat sucks.,,,
,,bully,I hate that entire area of new york.,,,
,,bully,I've been getting a lot of that Which sucks  cause I really need a job.I did get a random check from an old job for bully00$ today though,,,
,,bully,aye  it sucks when you end up in that situation where you don't know what to do book learnin' is anti fucked. imo.,,,
,,bully,bitch you love me!,,,
,,bully,bitch better save me one!,,,
,,bully,OKAY... HE'S GAY ;),,,
,,bully,Damn. Didn't see that one coming. I must be getting old. &lt;3 U 2  btw.,,,
,,bully,beast my pussy  bitch. LMAO...that's creepy.,,,
,,bully,follow me  you jackass. i hate you sometimes.,,,
,,bully,ahh damn it: Action bully2.bully.5.0 of Microsoft.SharePoint.Upgrade.SPSearchDatabaseSequence failed. and i didn't snap shot my VM DOH!,,,
,,bully,dude that sucks. On NYE nonetheless. Got a sore throat myself  hoping it's not strep. :-(,,,
,,bully,I remember when being snippy just meant I was trying to piss someone off... am I showing my age? :),,,
,,bully,pls do....i was gon call molly maids up in this piece. i hate cleanin with a passion so early spring cleanin is some mf'in bull,,,
,,bully,hotel town whore is in the bed riding ol boy that treated her like shit and the freaky cop walks in the room,,,
,,bully,awww damn yeah....that really sucks!,,,
,,bully,lmao damn! thats all I can muster...,,,
,,bully,stop hating on the tube...its this damn censorship thats pissing me off more,,,
,,bully,bitch was craaaaaaaazzzzzzzzzzy!,,,
,,bully,Cuz u wanna fuck ricky martin,,,
,,bully,nasty ass bishes,,,
,,bully,u in a good mood souljaboy why u in a good mood oh n i luv ur new song 'damn ' like it hit   me bac,,,
,,bully,id die if he was super antsy i wanna request vacation and know when my shows r damn it first series anyway,,,
,,bully,I hate you .. why can't I go to Vegas ?,,,
,,bully,Ech! LOL....if it was me  I would wash the sweats at least twice...then again I hate bugs!,,,
,,bully,is het -5?! fuck..,,,
,,bully,THANK YOU! Beautifully worded. I'm so fucking sick of people just hating for hating. Everyone think they're so deep these days.,,,
,,bully,now who's the fucking hipster?As if you not dig Kanye! @dianor heyyy how you doin' @noarmsjames the man has great beats+lyrics,,,
,,bully,they don't use Euros yet? damn lol,,,
,,bully,It could be pig's lips from a garbage bag! Perk up  buttercup!,,,
,,bully,if you actually are a vicious ass koala bear  better to find out now than later. or else you might get confused.,,,
,,bully,"Considering half of my fucking company has been laid off this morning  ""MY BAD DAWG"" might be appropriate",,,
,,bully,this job would be great if it wasnt for the fucking customers,,,
,,bully,HOLY FUCKING SHIT!!!!!!!!!!,,,
,,bully,I hate having to work ALL the time :),,,
,,bully,I would have laughed so damn hard.,,,
,,bully,Damn! I need 2 get my pole game where that chicks is....um  but bullyst Ima need SOME pole game 2 start with! LMAO!,,,
,,bully,i kicked ur ass on balloono A.K.A the bommer man thing i was lameguest(bunch of numbers),,,
,,bully,aww damn now u know how much your Christmas present was *sobs*,,,
,,bully,I like some of the features it has over Twitteriffic. But it takes up way too much screen real estate. And AIR sucks.,,,
,,bully,fuck...  lemme know if you'd like to work at criagslist,,,
,,bully,and leave ur ass hardly call until they want to re up on your ass. Sometimes they dont even stay bully5 min & out!,,,
,,bully,ditto bitch!,,,
,,bully,Fuck mod_Ella.....http://tinyurl.com/5hdbje,,,
,,bully,who are you? oh uhmmmm HAPPY BIRTHDAY YOU FRENCH WHORE! @ClarissssssA Bed time last time im telling you &lt;33333333 gots thats  ...,,,
,,bully,I read WP as WordPress but damn that is hilarious.,,,
,,bully,Ah  so it was tough to hear about over and over... That sucks man. Sure its been tough.,,,
,,bully,um  coz you're awesome? and on another note...yo gabba gabba is fucking disturbing,,,
,,bully,*giggles and cuddles* Its some kids show...that is disturbing as FUCK.,,,
,,bully,Isn't any way you file taxes the gay way?,,,
,,bully,My problem is that bankers and investors have taken risks regardless of being told how bad things could fuck up.,,,
,,bully,thx for the well wishes lisa! i hate taking meds  so i'm all for fast healing:),,,
,,bully,"and that makes you feel like ""lifes a bitch""...  well in my opinion anyway :P",,,
,,bully,and cant expect too much he was recording til 2wks ago!! too damn shame when ppl just rush to make an album these days!,,,
,,bully,I'M SO SORRY IF YOU THINK MY TRACKSUIT IS GAY. VICTORY. VENGEANCE. FOR MY STONE CHAMBER AND MY SWORD. MY SWOOOOOOORD!bully,,,
,,bully,Ugh. Probably the same brain-deficient retard who stole my name on Youtube  Gaia  and all the faggy sites. How old is she?,,,
,,bully,lenee  that bo*o ass incense you gave me smells like an episcopalian funeral. lol! choked out saturday night  etc.,,,
,,bully,Be prepared for Toro to be a comple ass...,,,
,,bully,Fukin sun's blinding.... Reflecting off my damn phone screen,,,
,,bully,jealous! I will still hug u  lick ur face off  grab ur ass  and dry hump u a little bit when I c u.  Whatever!,,,
,,bully,((((((((((HUGS)))))))))) I love you tons and life totally sucks right now! I'm in it with you! LOL! xoxo Karen,,,
,,bully,HAIR PRODUCTS? I hear Hair Products?? lol i hear your getting beat up us girls do stick together...against them bad ass boys,,,
,,bully,hey you know wat wud b funny? to find out who started tht lil cheap ass lie tht if u roll ur eyez they'll get stuck like tht! rndm,,,
,,bully,damn your Jedi mind tricks!,,,
,,bully,lol at zach telling us google is evil and the translator on msn is fucking prime.,,,
,,bully,If you guys are having the problem that pages aren't fucking loading  then I'm having the same problems too.,,,
,,bully,drawing a blank... damn! will have to watch it again now... oh well...,,,
,,bully,the only thing I hate about Nikon is the dumb Ashton Kutcher ads they run.,,,
,,bully,be careful! Hood pigeons don't give a FUCK and pack heat! I've been robbed by them on countless occasions!,,,
,,bully,you smell like the insides of a beluga whale's forehead,,,
,,bully,dude so weird  i feel like good will stole one of my best friends too  Damn the man,,,
,,bully,makes you feel cheap doesn't it.  I hate that clients use these things...,,,
,,bully,that sucks.  I do both at my work  which is a pain the rear-end too  because everyone thinks they're designers ;),,,
,,bully,damn work fire wall. can't go to myspace. :(,,,
,,bully,that sucks that the internet is being twitchy. Hope it works soon. :(,,,
,,bully,yeah. subconscious sucks sometimes. always telling me what I'm doing is wrong. Most of the time it's not. :),,,
,,bully,man  that sucks. need any more balls kicked? i'll do it!,,,
,,bully,ah damn man! Good Luck!! You can do eeeeit!!!,,,
,,bully,Yvonne that's a french ass name Yvonne.  My little cwasont .,,,
,,bully,"I still think you should be prouder of the ""Fuck fuck fuck!"" but ""Rock!"" is pretty good. When will you be teaching her ""FUCK YEAH""?",,,
,,bully,Damn  tough call  but I'd have to say toddlers.,,,
,,bully,I'm at a high school that I fucken hate. I can't stand these people  but my sister has a concert thing so I have to be here,,,
,,bully,oh no!! that sucks!,,,
,,bully,oh bugger at car screaming.. that sucks.... glad to hear the rest was all good,,,
,,bully,Who would be ur premiere Ultimate Dumb Ass?,,,
,,bully,except now they have his crazy ass son to deal with  probably.,,,
,,bully,"oh! I saw the ex earlier. Asked if I ""fancied a fuck"" before he left the hospital. I politely declined.",,,
,,bully,we all fucking know better.,,,
,,bully,haha cunt.,,,
,,bully,I hate him.,,,
,,bully,damn your phone....SEVEn SEEEVEEEENNN,,,
,,bully,I especially hate it when they make me lift up my feet to sweep under my desk. Sigh.,,,
,,bully,it sounded a lot like that  actually. Fucking Hagrid.,,,
,,bully,you ass. Yay Walmart!,,,
,,bully,Definitely. I hate crowds. Angry  out of control crowds. I would rather have a root canal (and I've hd one or two),,,
,,bully,damn -- http://tinyurl.com/7b7nze,,,
,,bully,that's why I throw a hard ice grill at him...no words...get the ticket and get the fuck out cause I've never had luck,,,
,,bully,Fuck you Ian  I know you're using a joke book!,,,
,,bully,Honey  we all hate long division.  Look for things to hate that make your personal hate list special and distinctive.,,,
,,bully,whaaaaat! Who the fuck??,,,
